age,gender,daily_screen_time_hours,phone_usage_hours,laptop_usage_hours,tablet_usage_hours,tv_usage_hours,social_media_hours,work_related_hours,entertainment_hours,gaming_hours,sleep_duration_hours,mood_rating,physical_activity_hours_per_week,location_type,uses_wellness_apps,eats_healthy,caffeine_intake_mg_per_day,mindfulness_minutes_per_day
63,0,6.9,2.6,2.0,0.8,2.9,0.8,2.5,0.9,3.3,6.0,8,3.0,Rural,1,1,105.1,0.0
54,0,6.0,2.3,1.9,1.1,1.5,2.3,2.7,2.6,0.9,6.5,10,1.1,Urban,1,0,139.3,13.2
56,0,4.0,4.7,2.7,0.9,0.4,2.8,0.1,3.5,0.8,7.4,8,2.1,Urban,0,1,63.5,2.0
36,1,9.0,1.9,2.5,0.9,0.0,2.0,2.4,3.4,2.3,5.3,1,3.0,Urban,0,0,155.7,6.4
27,0,6.5,2.3,2.0,1.1,1.4,3.1,1.6,5.5,1.0,7.1,7,3.4,Suburban,1,0,53.2,11.4
44,2,6.4,4.9,3.0,0.6,1.6,3.8,3.9,2.2,1.8,6.2,10,1.2,Urban,0,1,155.3,9.7
44,0,5.5,2.2,1.3,0.9,1.3,0.5,3.0,2.6,1.8,5.3,10,4.5,Suburban,1,1,114.7,15.2
36,2,5.4,2.9,2.2,0.9,2.6,2.4,2.5,5.4,1.2,7.7,4,4.6,Rural,0,1,142.6,16.2
53,0,7.4,2.4,0.8,0.8,3.0,0.0,0.0,3.0,1.4,9.0,6,4.0,Urban,1,1,93.0,16.8
64,0,4.0,0.3,2.0,1.2,2.0,1.0,2.5,1.7,1.6,6.7,6,2.1,Suburban,0,1,225.4,0.0
61,0,9.3,2.8,0.5,0.8,2.0,2.9,1.1,1.2,0.1,5.8,5,4.7,Suburban,0,1,168.0,28.9
61,1,8.8,1.5,0.9,1.8,1.2,1.9,3.0,2.8,0.5,5.6,10,4.2,Rural,0,0,115.6,9.8
64,1,5.3,3.4,3.7,1.3,1.5,0.1,1.8,3.9,1.4,7.5,9,0.0,Urban,1,1,141.0,19.7
24,0,4.3,4.7,0.2,0.3,1.9,3.3,1.4,3.9,0.7,6.5,10,3.4,Urban,0,1,230.3,0.0
51,1,2.0,0.0,1.8,1.3,1.2,1.3,1.5,1.4,4.0,5.2,8,6.9,Suburban,1,1,102.5,7.9
14,0,3.5,2.4,2.8,0.7,2.2,3.0,1.6,2.6,1.3,4.5,6,4.9,Urban,0,1,94.4,0.0
15,2,7.5,3.7,4.2,1.1,0.4,2.6,0.4,1.9,0.0,7.0,4,5.3,Rural,0,0,92.2,3.1
61,0,6.6,0.0,2.2,0.6,0.8,1.0,0.5,2.3,0.0,5.0,4,1.6,Suburban,1,0,115.9,10.4
49,1,7.0,5.0,2.2,0.0,0.5,3.0,1.6,3.7,2.0,6.0,9,3.3,Suburban,0,0,224.8,7.3
61,1,2.3,3.6,2.0,1.0,0.8,2.4,3.9,2.4,1.3,8.5,4,2.6,Urban,0,1,122.0,20.5
29,1,5.2,4.6,3.1,0.3,1.2,2.2,2.9,3.3,2.6,5.5,7,3.0,Suburban,0,0,129.1,24.2
61,0,8.7,2.2,2.4,1.2,2.5,1.4,3.0,3.4,0.6,7.8,6,2.0,Suburban,1,0,160.1,2.3
14,0,5.8,2.3,1.4,1.1,1.5,0.7,3.4,1.7,1.1,5.3,2,0.5,Suburban,0,1,148.4,6.1
14,2,3.5,2.8,3.1,0.7,0.2,1.5,2.3,4.1,1.5,7.5,5,3.1,Urban,0,1,198.5,1.8
40,1,5.8,6.2,1.5,1.9,0.1,1.5,1.5,1.1,1.0,7.2,3,1.4,Rural,0,0,191.1,19.2
35,2,4.5,5.0,0.4,0.4,1.1,3.0,1.5,0.9,1.0,7.1,9,4.2,Urban,0,1,166.4,11.3
49,0,6.7,3.2,0.4,0.7,2.3,0.0,1.0,1.9,1.9,5.8,10,2.9,Urban,0,0,138.5,10.3
44,1,6.0,3.4,1.8,0.4,2.9,3.8,3.0,1.2,0.4,7.3,1,0.0,Rural,1,1,198.0,12.5
45,0,7.1,4.0,2.1,2.0,0.0,3.8,0.9,3.3,1.7,6.9,10,5.8,Suburban,0,1,110.6,7.5
13,1,3.6,6.6,3.0,1.7,1.9,1.2,4.5,5.8,3.0,8.8,4,3.9,Urban,1,0,107.4,3.1
31,1,5.1,3.6,2.6,0.3,1.1,3.7,0.9,4.0,2.9,5.8,4,2.1,Rural,0,0,129.6,10.4
14,0,8.2,3.1,2.1,0.6,1.2,0.8,3.5,1.4,0.0,8.0,9,2.3,Urban,1,0,208.1,7.9
56,1,3.3,2.5,3.0,0.6,0.4,3.4,3.5,1.2,0.7,5.4,1,0.5,Urban,1,0,108.2,12.8
38,0,4.0,3.4,2.0,0.7,1.3,1.0,2.7,3.8,1.5,6.2,2,2.9,Suburban,0,0,120.0,0.0
44,0,6.4,2.1,0.7,0.5,0.4,3.2,3.9,1.0,2.5,5.7,1,4.4,Urban,0,1,158.7,11.5
18,0,6.6,3.7,0.5,0.7,1.2,0.3,1.8,1.2,1.4,5.9,1,6.5,Rural,1,0,147.2,4.5
44,1,5.0,0.9,3.3,1.5,2.6,3.3,2.2,3.0,2.5,6.3,1,2.8,Rural,0,1,131.0,11.2
16,0,5.4,2.6,0.0,2.0,2.1,3.5,2.3,1.8,0.5,8.2,3,3.1,Urban,0,1,173.4,17.2
23,0,7.1,4.1,1.8,0.2,3.4,0.2,2.7,2.7,1.5,7.0,4,5.4,Rural,1,1,126.3,5.6
29,0,7.7,3.6,5.0,0.5,2.0,4.1,0.0,2.1,1.6,8.0,10,0.7,Urban,0,0,202.8,19.6
50,1,3.9,2.3,2.5,1.1,1.7,3.2,1.9,2.5,2.5,6.5,2,3.3,Suburban,0,0,161.9,0.0
36,1,6.7,2.7,1.8,0.2,2.1,0.0,3.0,3.6,2.1,8.0,1,1.5,Rural,1,1,200.8,22.4
17,0,9.0,4.6,0.3,1.1,0.7,1.4,1.6,3.3,1.9,6.8,5,3.3,Rural,0,1,110.5,19.9
64,1,5.8,1.2,3.6,1.3,0.0,3.2,4.4,3.7,2.0,5.6,6,4.9,Urban,0,0,142.6,2.9
46,0,3.8,1.2,3.2,1.4,2.3,2.9,2.2,3.3,0.0,7.8,2,0.0,Urban,0,1,55.1,3.0
18,0,3.7,1.6,2.7,1.3,0.0,2.1,2.6,3.4,1.0,8.3,3,5.2,Urban,0,0,216.9,0.0
34,0,5.7,3.0,2.0,0.7,2.6,3.1,3.9,2.5,0.2,7.3,10,3.7,Suburban,1,0,264.7,17.4
23,0,8.1,1.0,2.6,0.9,2.3,1.0,2.2,0.6,0.5,7.5,3,3.3,Suburban,1,1,135.6,7.4
60,2,5.9,4.4,1.9,0.4,0.7,2.1,3.8,2.4,1.0,8.0,2,5.7,Urban,0,1,168.6,6.8
28,0,6.4,1.6,1.0,1.2,1.1,1.0,2.7,2.9,0.0,6.2,4,1.4,Urban,1,0,155.7,1.0
45,2,4.0,3.3,3.0,1.8,1.5,2.2,2.7,2.6,1.1,5.6,5,0.3,Rural,0,0,85.4,24.5
21,0,8.0,2.1,1.9,1.2,0.6,3.2,0.9,3.0,0.4,6.9,8,1.0,Urban,1,0,212.4,2.2
18,1,3.7,2.9,2.5,0.7,2.0,2.9,3.3,5.2,0.1,8.6,6,4.1,Urban,0,1,136.3,10.2
28,1,5.0,0.6,1.9,1.5,2.1,2.3,1.3,1.8,1.3,6.9,9,2.0,Rural,0,0,47.6,11.7
41,0,7.3,4.5,2.5,2.2,0.1,3.2,1.8,2.0,0.8,7.3,3,1.3,Urban,0,0,114.2,6.8
15,1,1.9,1.6,2.0,1.1,0.7,3.3,3.5,4.1,1.5,6.6,10,1.0,Suburban,0,0,80.3,5.2
32,0,6.3,1.4,1.9,1.3,1.5,4.2,1.6,2.7,0.6,6.9,9,3.3,Urban,0,0,156.1,7.0
48,1,3.9,6.6,2.0,1.3,2.6,3.4,2.4,3.1,1.0,5.9,4,2.9,Urban,0,1,155.8,14.5
31,0,6.0,3.8,5.0,0.2,2.2,2.8,1.9,1.7,3.7,7.2,8,0.2,Urban,1,0,209.3,7.2
38,0,5.3,4.4,2.8,0.8,0.0,3.1,2.0,1.5,1.8,7.6,10,0.2,Suburban,1,1,241.5,23.0
15,0,10.2,3.7,4.6,0.7,1.2,2.3,1.8,0.9,0.4,4.7,7,1.9,Suburban,1,0,245.6,3.8
31,0,5.2,2.3,2.0,1.4,2.0,1.7,0.8,2.7,2.4,4.7,7,4.8,Urban,0,1,98.7,16.0
32,0,9.7,1.0,1.7,1.4,0.7,3.0,2.7,1.2,2.7,4.4,9,2.1,Suburban,0,0,181.0,0.0
44,1,7.2,2.6,0.9,0.9,0.6,2.9,2.8,1.1,1.8,8.3,10,0.0,Urban,0,1,189.8,3.8
19,0,4.4,1.5,3.6,0.7,0.8,2.4,1.3,3.4,0.4,5.4,2,2.8,Urban,0,0,123.8,3.5
64,1,6.7,1.6,1.1,0.2,1.2,1.8,1.5,1.7,2.2,6.9,5,3.1,Rural,0,1,164.4,1.2
53,2,5.4,0.6,3.8,1.0,0.5,1.7,3.1,0.9,0.6,8.6,3,0.0,Rural,0,1,170.0,12.3
45,0,6.5,3.2,1.0,0.5,2.2,1.5,1.7,0.8,2.6,6.9,7,0.6,Rural,0,1,125.7,9.1
52,1,4.6,5.4,2.9,0.5,0.6,3.5,2.1,3.7,1.0,7.1,3,4.5,Suburban,1,0,214.1,0.0
51,1,9.4,3.8,0.4,1.5,0.5,3.4,0.9,2.4,0.9,5.5,5,0.5,Urban,1,1,161.8,26.0
30,0,7.9,2.8,1.6,1.4,1.1,3.4,1.9,2.0,1.7,6.9,5,4.6,Suburban,0,0,141.4,11.4
52,1,6.1,2.9,2.0,0.8,3.0,0.7,0.9,2.7,2.6,5.3,2,0.0,Rural,1,1,88.8,10.0
13,1,9.5,0.0,1.4,0.2,2.0,1.6,1.3,2.6,3.6,4.2,1,0.0,Urban,0,0,207.6,20.5
23,0,6.1,2.4,1.8,0.6,2.1,1.7,1.1,1.8,1.2,6.6,6,3.0,Urban,0,0,153.7,17.9
40,0,8.2,0.9,1.8,1.5,1.8,1.3,3.0,2.1,0.8,6.9,1,1.5,Urban,0,0,153.9,7.6
37,0,6.1,3.2,2.8,1.2,0.6,4.2,0.4,3.4,0.4,5.9,9,1.9,Urban,1,0,107.7,0.0
62,2,6.8,2.6,0.0,0.8,0.9,2.5,2.3,3.6,0.0,5.6,10,3.3,Urban,0,0,194.7,14.5
35,0,5.8,1.7,1.4,1.0,0.7,2.4,1.7,1.4,0.2,6.2,5,1.9,Rural,0,0,93.3,2.3
43,0,6.2,3.2,3.3,0.0,2.6,1.4,3.7,4.2,1.4,5.6,1,1.1,Suburban,0,1,39.6,19.9
42,1,6.3,3.2,2.6,0.0,1.8,3.0,2.9,5.1,2.3,7.4,8,4.0,Urban,0,1,114.6,3.8
54,0,4.7,5.3,3.3,2.0,0.0,4.6,0.5,2.1,0.3,7.0,1,3.4,Suburban,0,0,167.4,6.4
47,1,5.2,4.0,2.8,1.3,3.0,2.1,1.3,2.1,2.0,8.5,4,3.1,Urban,1,0,166.9,0.0
19,2,5.6,3.3,0.9,1.0,1.2,1.7,2.0,1.3,0.3,6.1,7,3.0,Suburban,0,1,157.0,0.0
28,0,6.5,1.6,2.7,0.8,2.2,1.9,1.3,1.6,0.5,6.6,4,1.4,Rural,1,0,141.4,9.1
38,0,5.9,1.4,2.1,0.1,2.6,1.6,3.1,2.9,0.1,6.7,5,1.0,Suburban,0,1,157.9,8.4
60,1,8.3,3.9,4.3,1.5,0.0,2.0,2.2,5.5,2.5,6.1,7,2.3,Suburban,0,1,293.0,6.2
64,0,7.7,2.7,2.8,0.4,2.0,1.3,1.8,3.4,2.8,4.1,4,1.4,Urban,1,1,162.5,26.4
61,0,5.6,3.4,2.5,1.4,1.2,0.9,3.2,2.1,0.5,7.0,5,3.0,Suburban,0,1,128.9,14.8
14,1,8.8,4.5,2.7,1.1,0.0,2.0,0.6,1.9,0.4,9.3,7,2.2,Suburban,0,1,144.8,10.1
13,1,9.7,0.7,2.5,1.0,0.4,2.1,1.7,1.6,1.8,7.7,1,3.0,Rural,0,0,139.6,0.0
60,0,1.9,5.1,2.4,0.3,1.0,1.7,2.3,3.9,2.9,8.8,3,2.8,Suburban,1,0,153.5,16.6
24,1,7.9,4.5,1.7,0.4,2.3,3.7,1.8,2.2,2.8,7.6,1,6.5,Rural,1,0,104.4,34.0
17,2,4.6,0.0,2.5,1.2,1.3,2.5,0.0,3.1,0.8,6.3,3,0.2,Rural,0,1,189.9,8.5
49,1,7.6,6.5,2.9,1.0,1.6,2.9,2.4,2.2,1.0,7.2,2,2.6,Suburban,0,0,164.8,3.5
44,1,8.5,3.5,3.1,1.0,1.1,2.9,2.6,5.3,0.0,7.8,5,0.8,Rural,1,1,110.5,11.3
21,0,4.2,2.3,2.9,1.1,2.6,2.1,0.8,1.8,0.8,4.6,10,2.0,Urban,0,0,201.0,0.0
53,1,2.3,3.8,3.5,0.0,2.0,2.3,0.0,1.6,1.3,7.0,5,1.4,Urban,0,0,54.9,13.7
47,0,7.7,1.5,3.1,1.5,1.7,1.0,1.2,1.9,0.0,6.4,10,4.3,Suburban,1,0,257.6,22.0
31,1,6.3,3.8,2.6,0.8,0.4,2.8,1.8,3.1,0.7,8.3,9,0.1,Urban,1,1,244.3,4.6
60,1,2.7,1.8,0.9,1.6,1.6,1.6,1.9,4.4,1.4,6.9,8,4.6,Rural,0,1,236.3,4.9
28,0,11.1,6.0,0.9,0.0,4.3,1.2,0.0,3.1,0.0,3.5,3,4.1,Urban,1,1,125.2,9.4
15,0,7.2,3.1,1.8,1.3,2.3,3.6,2.2,3.4,1.7,7.0,1,7.1,Urban,0,1,162.0,6.0
32,0,7.3,4.0,2.0,1.3,0.8,0.4,3.2,3.2,2.2,4.0,5,6.6,Rural,1,1,118.9,0.0
36,0,8.7,1.8,3.4,0.3,3.4,4.1,3.1,0.3,1.8,8.0,3,1.4,Urban,0,1,171.5,6.9
45,0,4.8,4.2,0.0,0.7,0.7,4.0,3.5,2.5,0.7,5.6,5,5.5,Urban,0,0,150.9,5.3
36,1,6.3,3.0,1.0,0.5,2.2,1.7,0.5,2.1,2.4,5.1,9,2.4,Urban,0,0,127.0,20.9
64,1,3.4,0.9,1.8,1.4,1.5,4.1,3.1,2.3,2.6,5.6,1,3.6,Suburban,0,0,126.5,19.2
23,2,4.8,2.6,1.0,1.2,1.7,0.9,0.9,1.4,1.5,5.4,1,6.4,Suburban,0,1,154.1,21.2
61,0,6.8,5.9,1.2,1.8,1.7,3.2,2.9,3.6,1.3,6.3,9,1.5,Rural,1,0,296.8,16.4
20,0,2.7,4.3,1.5,1.1,1.3,2.0,1.1,2.6,0.6,5.5,3,3.1,Urban,0,0,215.3,11.6
48,1,4.7,2.4,1.1,1.4,1.1,0.0,2.4,2.6,0.8,6.1,10,0.0,Rural,1,1,154.3,3.0
50,1,4.1,0.2,1.2,1.6,0.2,1.2,3.8,2.3,2.3,4.6,5,4.8,Urban,0,0,140.9,20.6
52,0,6.3,1.8,3.4,1.3,0.4,1.8,3.1,1.7,3.0,6.2,9,7.2,Urban,1,1,181.1,12.8
32,0,7.1,0.9,2.6,0.8,1.8,2.9,0.9,0.2,0.8,8.2,5,4.1,Urban,0,1,119.4,0.0
47,0,7.5,0.2,2.8,0.7,0.8,1.4,0.6,2.9,1.0,6.0,3,5.7,Urban,0,1,138.6,2.7
60,0,8.0,4.2,2.0,1.0,0.6,1.7,2.9,2.6,0.6,7.2,9,5.3,Urban,0,1,52.4,0.0
37,0,8.7,3.1,3.0,1.4,4.3,2.6,3.6,3.2,0.8,5.0,7,1.6,Urban,0,1,154.5,0.0
47,1,7.2,5.7,2.8,0.6,4.0,2.6,2.5,2.6,0.0,7.2,7,3.6,Urban,0,1,155.8,13.1
37,1,9.8,1.5,2.6,1.3,2.1,1.9,1.4,1.1,1.6,7.9,8,4.0,Rural,0,0,122.8,0.1
41,1,6.2,3.0,1.3,1.2,2.2,1.6,2.1,1.5,0.0,8.2,5,0.7,Urban,1,1,172.6,4.0
30,1,5.7,0.9,1.6,0.4,0.7,3.1,2.5,4.2,0.7,6.7,2,5.9,Rural,1,1,156.2,10.3
58,0,7.2,2.1,3.1,1.3,0.3,1.6,1.9,2.9,1.1,7.3,9,2.0,Rural,1,0,123.4,8.5
30,0,5.6,2.7,1.5,1.1,1.2,0.6,0.9,3.5,0.0,5.0,3,2.6,Urban,0,0,191.2,4.3
14,0,9.7,2.4,0.7,0.7,1.5,1.5,3.3,3.7,0.4,6.0,2,2.5,Suburban,1,0,141.0,22.2
47,1,8.3,3.1,1.5,1.1,2.2,2.7,4.3,1.2,0.1,5.5,10,3.1,Suburban,0,1,97.6,0.0
28,1,7.5,4.5,3.6,0.7,0.0,1.8,3.7,2.1,2.3,6.9,10,8.9,Rural,0,0,61.9,0.0
53,1,6.3,4.3,1.5,1.1,3.6,1.4,0.0,3.4,2.6,5.9,5,1.8,Rural,0,1,221.8,13.7
48,1,5.2,1.8,2.3,0.9,1.7,0.5,3.4,1.4,0.4,7.3,8,0.0,Suburban,0,0,156.3,5.0
45,0,7.4,3.0,1.4,0.2,0.0,1.8,2.7,2.0,4.0,9.5,3,3.3,Urban,0,0,154.2,4.7
16,1,3.7,4.2,2.8,0.9,1.7,2.3,1.2,1.8,0.3,7.2,6,1.3,Urban,0,0,147.8,1.4
45,0,9.1,4.6,2.5,0.8,0.6,0.8,0.0,1.5,0.8,8.2,9,2.2,Rural,0,1,210.9,12.7
26,1,5.6,2.0,0.5,1.3,0.5,1.8,1.9,2.3,1.7,5.1,2,4.2,Suburban,1,0,157.1,11.8
33,1,6.6,4.1,2.3,1.4,0.4,0.7,2.4,1.9,1.8,6.4,8,0.8,Rural,1,0,227.4,11.0
60,1,4.2,3.5,0.3,0.7,1.2,1.8,0.7,2.0,0.9,6.8,10,2.3,Suburban,0,1,157.3,5.3
32,0,7.4,1.4,1.4,0.6,3.6,4.1,3.5,2.8,2.3,6.6,7,3.6,Urban,0,1,16.3,4.0
20,0,5.1,4.2,2.0,0.2,1.6,2.2,3.4,3.8,2.4,8.7,3,1.4,Rural,1,1,213.3,8.7
19,1,7.3,3.2,3.8,0.6,2.2,0.1,2.6,3.5,1.2,5.6,1,2.9,Rural,0,1,165.8,17.7
15,1,7.5,0.4,2.3,0.8,2.4,2.4,0.4,2.7,1.0,6.9,6,3.6,Urban,1,1,124.7,22.5
29,0,4.7,2.6,1.2,0.3,1.4,3.6,1.7,4.6,0.6,3.6,2,2.8,Urban,1,1,137.2,18.9
45,1,3.8,3.1,1.7,1.4,0.3,0.3,2.9,3.4,0.2,7.0,3,3.3,Suburban,0,1,134.6,14.0
60,1,9.1,2.1,2.9,1.1,0.0,0.7,2.8,3.5,0.4,7.1,5,3.7,Suburban,0,0,87.9,17.9
24,0,5.6,4.8,1.2,0.9,1.1,2.3,1.2,2.3,1.7,6.4,8,1.7,Urban,1,0,193.9,0.5
63,0,6.4,4.9,3.1,1.0,2.6,1.9,1.3,2.0,1.2,7.0,2,0.1,Urban,1,0,127.7,4.3
34,1,7.0,2.4,1.5,1.2,2.4,3.5,1.1,3.0,1.0,5.8,6,0.9,Suburban,0,1,106.6,14.2
34,2,3.5,2.3,1.1,1.3,1.8,1.8,1.7,3.7,0.6,5.0,1,0.6,Urban,0,1,364.9,9.1
58,0,6.9,2.8,1.5,1.4,1.9,3.0,1.4,2.7,0.7,5.3,7,5.5,Urban,1,0,92.3,12.7
42,1,6.2,2.7,0.4,0.8,1.4,3.8,1.2,1.7,1.2,5.5,4,0.0,Suburban,0,1,145.6,17.8
50,0,4.7,2.1,0.0,0.9,1.0,1.0,1.8,0.8,1.1,4.9,1,4.3,Rural,1,1,35.0,16.6
50,0,3.7,0.0,1.9,1.1,0.8,2.9,2.0,0.4,1.2,4.9,9,1.6,Suburban,1,1,212.7,1.3
57,1,7.2,5.6,1.9,0.9,0.0,1.5,3.3,2.6,0.8,5.5,9,5.1,Suburban,1,1,135.9,10.1
63,1,8.3,3.0,2.3,1.4,3.3,0.0,0.0,3.6,0.5,6.1,3,2.2,Suburban,0,1,190.8,2.6
20,1,6.4,2.7,1.9,1.6,1.7,2.6,3.5,0.0,1.2,6.7,6,3.1,Suburban,1,0,102.8,3.8
39,0,3.1,3.5,4.3,1.2,1.1,2.7,1.1,1.7,1.8,5.0,7,4.0,Urban,0,0,69.2,0.0
39,1,3.9,2.9,2.2,0.5,3.3,0.1,4.2,1.5,0.7,5.4,4,5.5,Urban,0,1,112.7,11.1
46,0,5.1,2.4,0.6,1.3,3.5,1.5,2.8,3.0,0.0,5.8,6,1.9,Urban,0,1,217.3,0.0
33,0,9.1,1.5,0.9,1.2,4.2,1.3,2.7,1.6,0.0,7.0,9,1.8,Rural,0,1,178.9,13.2
42,1,5.5,0.2,2.0,0.5,1.3,3.0,1.9,0.9,2.3,5.1,10,4.0,Rural,1,0,69.2,20.9
45,0,5.1,1.0,1.6,1.2,1.6,0.1,4.5,1.7,2.2,5.9,6,0.0,Suburban,1,0,29.0,14.2
40,1,2.7,1.3,0.8,0.7,2.2,2.1,2.0,1.5,1.8,7.7,7,0.0,Rural,0,0,133.9,10.4
59,0,4.7,4.0,1.9,1.4,3.2,0.0,3.8,2.5,1.7,5.5,6,3.7,Rural,0,1,204.6,22.3
45,0,3.5,4.1,2.0,1.3,1.6,2.5,1.3,2.2,2.2,5.0,7,4.3,Rural,0,1,112.1,12.6
17,1,4.0,1.7,3.6,1.1,0.5,2.2,2.9,3.1,0.9,6.4,1,3.7,Urban,0,1,203.8,3.1
60,0,6.2,0.0,1.1,1.0,0.7,1.4,4.3,2.5,1.3,5.5,6,2.8,Suburban,1,1,156.3,11.0
31,1,5.2,3.0,1.6,0.0,2.7,3.7,1.0,3.8,0.4,3.2,9,1.9,Suburban,0,0,237.6,25.7
16,1,9.4,2.4,3.6,0.4,2.1,0.0,2.6,1.9,1.0,6.7,3,6.2,Suburban,1,0,116.1,1.3
47,1,8.2,2.3,2.3,0.9,1.3,2.0,1.2,3.3,3.1,7.5,6,6.4,Urban,1,1,147.0,0.0
61,1,4.8,4.4,1.1,1.8,1.3,3.4,2.5,2.9,0.4,6.5,4,3.2,Suburban,0,0,117.2,14.9
29,2,4.2,3.2,1.3,1.3,1.3,2.2,4.3,2.1,0.0,7.8,7,1.6,Urban,0,1,199.3,8.2
56,1,8.8,1.5,0.8,1.9,2.7,3.6,0.9,3.4,1.0,7.3,7,1.0,Rural,0,1,179.5,5.7
40,1,9.3,1.2,2.1,1.0,0.7,1.5,2.2,1.5,0.8,5.5,9,3.9,Suburban,0,0,65.1,0.0
42,0,1.6,2.6,3.0,1.0,0.3,1.8,1.0,4.1,1.5,9.0,4,0.5,Urban,0,0,184.6,0.0
41,1,6.2,1.6,3.6,1.7,3.3,3.5,1.8,1.5,2.0,6.9,8,0.6,Urban,0,0,75.5,0.0
58,2,5.5,2.9,0.5,0.9,1.5,3.1,2.7,0.8,0.8,7.0,8,2.0,Suburban,1,0,104.4,22.9
18,0,7.3,4.5,2.9,0.5,1.4,4.9,1.6,0.7,3.3,5.3,8,4.0,Suburban,0,1,187.3,9.9
47,0,9.9,0.9,2.2,1.2,2.2,2.1,3.9,2.6,2.4,4.6,8,5.9,Suburban,1,1,87.3,0.0
53,1,5.0,3.1,1.7,1.6,0.5,2.2,2.6,1.8,0.4,5.2,6,3.5,Suburban,0,1,131.4,19.5
49,1,1.9,4.4,1.6,0.6,2.3,1.4,0.4,2.7,1.1,7.6,8,4.0,Rural,0,1,188.0,19.9
36,1,7.2,2.9,0.1,1.3,1.1,1.8,2.4,1.1,1.7,8.6,6,5.0,Urban,0,0,170.8,19.8
41,0,8.8,4.1,2.6,1.0,2.6,3.3,3.8,3.1,0.4,6.8,10,4.8,Suburban,0,1,167.8,6.6
61,1,5.4,2.6,0.7,1.2,0.0,2.0,2.7,2.7,0.0,6.6,2,1.9,Rural,0,1,189.6,7.8
58,1,4.6,3.3,1.3,1.2,2.0,1.0,2.3,1.9,3.1,7.7,3,4.7,Rural,1,0,215.4,11.1
43,2,5.1,3.7,2.4,0.8,1.3,1.5,1.6,3.3,0.1,8.2,6,5.1,Urban,0,1,88.0,21.2
47,0,7.7,2.1,0.2,0.9,0.8,1.9,1.9,3.2,2.1,4.8,7,3.6,Urban,1,1,166.7,5.6
45,1,5.1,6.0,0.7,0.8,2.3,1.1,2.0,2.6,1.9,8.5,4,3.3,Urban,1,1,198.2,4.0
64,1,6.7,3.9,3.2,1.1,1.4,1.5,0.0,3.7,0.4,6.0,1,4.2,Rural,1,1,188.4,15.6
33,2,6.1,5.0,2.1,0.6,2.0,0.8,2.6,3.9,3.2,7.8,4,4.0,Urban,1,1,142.0,19.7
44,1,5.8,4.6,1.3,0.7,2.8,1.5,3.2,1.5,1.3,5.2,6,0.0,Urban,0,0,139.1,9.6
35,0,7.4,3.5,2.1,0.8,2.3,3.4,1.1,4.0,1.3,7.7,8,3.9,Urban,1,1,191.2,15.4
45,0,5.0,5.1,2.7,1.2,0.4,2.1,2.3,1.3,0.0,4.8,4,5.4,Urban,1,1,160.7,10.9
15,1,5.1,3.3,3.1,0.3,1.0,5.0,2.4,3.5,0.0,7.8,10,5.0,Suburban,1,1,204.7,8.0
30,0,7.6,1.9,0.9,0.9,2.0,1.1,3.0,3.7,1.0,7.3,1,3.8,Suburban,0,0,155.5,3.4
37,1,4.0,3.0,1.0,0.6,2.3,2.6,2.0,2.3,2.5,4.6,5,3.3,Suburban,0,0,131.3,0.8
54,1,4.2,1.5,2.6,0.8,1.1,2.3,2.6,2.4,0.0,8.0,7,2.2,Urban,1,1,61.8,5.1
43,0,3.5,0.0,2.6,0.7,1.7,2.8,0.6,2.1,1.3,5.3,6,2.8,Urban,1,1,138.5,2.2
15,0,7.7,1.7,0.7,1.1,1.7,1.3,0.8,1.4,1.3,7.9,3,4.5,Rural,1,0,88.5,12.3
52,0,5.8,3.1,1.0,0.9,1.8,1.6,2.5,1.7,2.4,6.7,7,3.8,Urban,1,1,58.5,19.7
58,0,3.4,4.6,1.8,1.4,0.3,2.5,1.7,3.1,2.2,5.0,4,4.8,Rural,0,0,106.7,11.6
36,1,7.7,1.7,2.0,1.2,0.1,1.4,0.1,3.6,1.3,5.3,5,2.0,Urban,0,1,185.2,2.6
62,1,4.9,4.5,2.1,0.2,0.0,0.0,2.4,2.5,1.1,10.0,7,5.2,Urban,1,0,137.9,16.8
44,1,4.3,1.2,0.6,0.5,1.6,3.6,0.5,1.2,0.5,9.3,2,1.8,Urban,0,1,158.9,12.4
59,1,5.6,1.6,2.0,0.9,0.1,3.1,5.2,1.0,0.1,6.2,4,3.4,Rural,1,1,183.7,14.0
34,1,9.0,5.2,1.3,1.0,3.6,1.5,0.0,2.4,0.6,7.0,4,1.9,Urban,1,0,148.2,5.8
35,1,5.2,3.1,0.8,0.6,2.2,2.3,2.1,1.8,0.1,7.9,6,2.8,Suburban,0,0,115.6,19.1
14,1,7.2,2.7,2.0,1.7,0.3,3.2,0.7,4.0,1.1,4.9,7,7.1,Suburban,0,0,127.7,19.0
39,1,7.5,3.4,1.9,1.4,2.6,3.6,3.1,1.6,1.2,7.3,4,4.0,Urban,1,1,188.6,8.5
54,0,6.9,1.2,2.8,0.2,2.6,2.1,1.5,3.3,0.9,7.7,10,3.5,Urban,0,1,148.7,15.7
14,0,8.5,2.5,1.1,1.2,2.7,1.3,3.2,1.7,1.3,6.9,1,5.8,Rural,0,1,22.8,18.8
38,1,4.6,3.0,2.2,1.0,0.7,3.8,2.9,2.1,0.7,8.2,1,0.0,Urban,1,1,132.3,6.3
